date,skill_abr,skill_count
"2022-06-01 00:00:00","python","18553"
"2022-06-01 00:00:00","reactjs","6703"
"2022-06-01 00:00:00","java","5628"
"2022-06-01 00:00:00","node.js","3271"
"2022-06-01 00:00:00","flutter","3204"
"2022-06-01 00:00:00","sql","3102"
"2022-06-01 00:00:00","spring-boot","1529"
"2022-06-01 00:00:00","docker","1427"
"2022-06-01 00:00:00","kubernetes","691"
"2022-06-01 00:00:00","machine-learning","478"
"2022-06-01 00:00:00","deep-learning","317"
"2022-06-01 00:00:00","solidity","191"
"2022-07-01 00:00:00","python","18837"
"2022-07-01 00:00:00","reactjs","6864"
"2022-07-01 00:00:00","java","5340"
"2022-07-01 00:00:00","node.js","3504"
"2022-07-01 00:00:00","flutter","3291"
"2022-07-01 00:00:00","sql","2936"
"2022-07-01 00:00:00","spring-boot","1496"
"2022-07-01 00:00:00","docker","1433"
"2022-07-01 00:00:00","kubernetes","727"
"2022-07-01 00:00:00","machine-learning","383"
"2022-07-01 00:00:00","deep-learning","285"
"2022-07-01 00:00:00","solidity","189"
"2022-08-01 00:00:00","python","18481"
"2022-08-01 00:00:00","reactjs","6718"
"2022-08-01 00:00:00","java","5234"
"2022-08-01 00:00:00","flutter","3617"
"2022-08-01 00:00:00","node.js","3436"
"2022-08-01 00:00:00","sql","3077"
"2022-08-01 00:00:00","spring-boot","1496"
"2022-08-01 00:00:00","docker","1384"
"2022-08-01 00:00:00","kubernetes","760"
"2022-08-01 00:00:00","machine-learning","390"
"2022-08-01 00:00:00","deep-learning","237"
"2022-08-01 00:00:00","solidity","216"
"2022-09-01 00:00:00","python","16913"
"2022-09-01 00:00:00","reactjs","6084"
"2022-09-01 00:00:00","java","4975"
"2022-09-01 00:00:00","flutter","3072"
"2022-09-01 00:00:00","sql","2962"
"2022-09-01 00:00:00","node.js","2829"
"2022-09-01 00:00:00","docker","1363"
"2022-09-01 00:00:00","spring-boot","1318"
"2022-09-01 00:00:00","kubernetes","656"
"2022-09-01 00:00:00","machine-learning","302"
"2022-09-01 00:00:00","deep-learning","170"
"2022-09-01 00:00:00","solidity","149"
"2022-10-01 00:00:00","python","18314"
"2022-10-01 00:00:00","reactjs","5919"
"2022-10-01 00:00:00","java","5219"
"2022-10-01 00:00:00","node.js","3094"
"2022-10-01 00:00:00","flutter","3066"
"2022-10-01 00:00:00","sql","2993"
"2022-10-01 00:00:00","spring-boot","1359"
"2022-10-01 00:00:00","docker","1310"
"2022-10-01 00:00:00","kubernetes","616"
"2022-10-01 00:00:00","machine-learning","331"
"2022-10-01 00:00:00","deep-learning","170"
"2022-10-01 00:00:00","solidity","134"
"2022-11-01 00:00:00","python","18634"
"2022-11-01 00:00:00","reactjs","6017"
"2022-11-01 00:00:00","java","5334"
"2022-11-01 00:00:00","flutter","3221"
"2022-11-01 00:00:00","node.js","3123"
"2022-11-01 00:00:00","sql","3078"
"2022-11-01 00:00:00","spring-boot","1436"
"2022-11-01 00:00:00","docker","1378"
"2022-11-01 00:00:00","kubernetes","605"
"2022-11-01 00:00:00","machine-learning","347"
"2022-11-01 00:00:00","deep-learning","219"
"2022-11-01 00:00:00","solidity","129"
"2022-12-01 00:00:00","python","15655"
"2022-12-01 00:00:00","reactjs","5543"
"2022-12-01 00:00:00","java","4727"
"2022-12-01 00:00:00","node.js","2949"
"2022-12-01 00:00:00","flutter","2866"
"2022-12-01 00:00:00","sql","2520"
"2022-12-01 00:00:00","spring-boot","1480"
"2022-12-01 00:00:00","docker","1245"
"2022-12-01 00:00:00","kubernetes","605"
"2022-12-01 00:00:00","machine-learning","439"
"2022-12-01 00:00:00","deep-learning","223"
"2022-12-01 00:00:00","solidity","123"
"2023-01-01 00:00:00","python","14787"
"2023-01-01 00:00:00","reactjs","5443"
"2023-01-01 00:00:00","java","4617"
"2023-01-01 00:00:00","flutter","3004"
"2023-01-01 00:00:00","node.js","2810"
"2023-01-01 00:00:00","sql","2476"
"2023-01-01 00:00:00","spring-boot","1506"
"2023-01-01 00:00:00","docker","1263"
"2023-01-01 00:00:00","kubernetes","579"
"2023-01-01 00:00:00","machine-learning","433"
"2023-01-01 00:00:00","deep-learning","230"
"2023-01-01 00:00:00","solidity","104"
"2023-02-01 00:00:00","python","12893"
"2023-02-01 00:00:00","reactjs","4706"
"2023-02-01 00:00:00","java","4044"
"2023-02-01 00:00:00","flutter","2491"
"2023-02-01 00:00:00","node.js","2406"
"2023-02-01 00:00:00","sql","2173"
"2023-02-01 00:00:00","spring-boot","1493"
"2023-02-01 00:00:00","docker","1136"
"2023-02-01 00:00:00","kubernetes","598"
"2023-02-01 00:00:00","machine-learning","320"
"2023-02-01 00:00:00","deep-learning","190"
"2023-02-01 00:00:00","solidity","79"
"2023-03-01 00:00:00","python","12661"
"2023-03-01 00:00:00","reactjs","4609"
"2023-03-01 00:00:00","java","4395"
"2023-03-01 00:00:00","flutter","2475"
"2023-03-01 00:00:00","sql","2323"
"2023-03-01 00:00:00","node.js","2256"
"2023-03-01 00:00:00","spring-boot","1509"
"2023-03-01 00:00:00","docker","1218"
"2023-03-01 00:00:00","kubernetes","656"
"2023-03-01 00:00:00","machine-learning","304"
"2023-03-01 00:00:00","deep-learning","200"
"2023-03-01 00:00:00","solidity","63"
"2023-04-01 00:00:00","python","9933"
"2023-04-01 00:00:00","reactjs","3613"
"2023-04-01 00:00:00","java","3531"
"2023-04-01 00:00:00","flutter","1920"
"2023-04-01 00:00:00","node.js","1885"
"2023-04-01 00:00:00","sql","1603"
"2023-04-01 00:00:00","spring-boot","1159"
"2023-04-01 00:00:00","docker","1022"
"2023-04-01 00:00:00","kubernetes","476"
"2023-04-01 00:00:00","machine-learning","301"
"2023-04-01 00:00:00","deep-learning","187"
"2023-04-01 00:00:00","solidity","48"
"2023-05-01 00:00:00","python","9428"
"2023-05-01 00:00:00","reactjs","3419"
"2023-05-01 00:00:00","java","3257"
"2023-05-01 00:00:00","flutter","1814"
"2023-05-01 00:00:00","node.js","1702"
"2023-05-01 00:00:00","sql","1571"
"2023-05-01 00:00:00","spring-boot","1124"
"2023-05-01 00:00:00","docker","994"
"2023-05-01 00:00:00","kubernetes","402"
"2023-05-01 00:00:00","machine-learning","210"
"2023-05-01 00:00:00","deep-learning","145"
"2023-05-01 00:00:00","solidity","69"
"2023-06-01 00:00:00","python","8969"
"2023-06-01 00:00:00","reactjs","3422"
"2023-06-01 00:00:00","java","3269"
"2023-06-01 00:00:00","node.js","1834"
"2023-06-01 00:00:00","flutter","1691"
"2023-06-01 00:00:00","sql","1576"
"2023-06-01 00:00:00","spring-boot","1103"
"2023-06-01 00:00:00","docker","914"
"2023-06-01 00:00:00","kubernetes","417"
"2023-06-01 00:00:00","machine-learning","228"
"2023-06-01 00:00:00","deep-learning","132"
"2023-06-01 00:00:00","solidity","54"
"2023-07-01 00:00:00","python","8926"
"2023-07-01 00:00:00","reactjs","3462"
"2023-07-01 00:00:00","java","3102"
"2023-07-01 00:00:00","node.js","1797"
"2023-07-01 00:00:00","flutter","1745"
"2023-07-01 00:00:00","sql","1328"
"2023-07-01 00:00:00","spring-boot","1147"
"2023-07-01 00:00:00","docker","1009"
"2023-07-01 00:00:00","kubernetes","429"
"2023-07-01 00:00:00","machine-learning","231"
"2023-07-01 00:00:00","deep-learning","148"
"2023-07-01 00:00:00","solidity","60"
"2023-08-01 00:00:00","python","8155"
"2023-08-01 00:00:00","reactjs","3190"
"2023-08-01 00:00:00","java","3005"
"2023-08-01 00:00:00","flutter","1764"
"2023-08-01 00:00:00","node.js","1514"
"2023-08-01 00:00:00","sql","1228"
"2023-08-01 00:00:00","spring-boot","1085"
"2023-08-01 00:00:00","docker","909"
"2023-08-01 00:00:00","kubernetes","432"
"2023-08-01 00:00:00","machine-learning","202"
"2023-08-01 00:00:00","deep-learning","130"
"2023-08-01 00:00:00","solidity","62"
"2023-09-01 00:00:00","python","6882"
"2023-09-01 00:00:00","java","2645"
"2023-09-01 00:00:00","reactjs","2573"
"2023-09-01 00:00:00","flutter","1488"
"2023-09-01 00:00:00","node.js","1418"
"2023-09-01 00:00:00","sql","1169"
"2023-09-01 00:00:00","spring-boot","932"
"2023-09-01 00:00:00","docker","880"
"2023-09-01 00:00:00","kubernetes","283"
"2023-09-01 00:00:00","machine-learning","207"
"2023-09-01 00:00:00","deep-learning","109"
"2023-09-01 00:00:00","solidity","42"
"2023-10-01 00:00:00","python","7017"
"2023-10-01 00:00:00","java","2625"
"2023-10-01 00:00:00","reactjs","2384"
"2023-10-01 00:00:00","flutter","1483"
"2023-10-01 00:00:00","node.js","1265"
"2023-10-01 00:00:00","sql","1125"
"2023-10-01 00:00:00","spring-boot","915"
"2023-10-01 00:00:00","docker","743"
"2023-10-01 00:00:00","kubernetes","300"
"2023-10-01 00:00:00","machine-learning","134"
"2023-10-01 00:00:00","deep-learning","121"
"2023-10-01 00:00:00","solidity","31"
"2023-11-01 00:00:00","python","6652"
"2023-11-01 00:00:00","java","2544"
"2023-11-01 00:00:00","reactjs","2353"
"2023-11-01 00:00:00","flutter","1437"
"2023-11-01 00:00:00","node.js","1182"
"2023-11-01 00:00:00","sql","1119"
"2023-11-01 00:00:00","spring-boot","825"
"2023-11-01 00:00:00","docker","727"
"2023-11-01 00:00:00","kubernetes","289"
"2023-11-01 00:00:00","machine-learning","182"
"2023-11-01 00:00:00","deep-learning","100"
"2023-11-01 00:00:00","solidity","19"
"2023-12-01 00:00:00","python","5516"
"2023-12-01 00:00:00","reactjs","2047"
"2023-12-01 00:00:00","java","2000"
"2023-12-01 00:00:00","flutter","1253"
"2023-12-01 00:00:00","node.js","1084"
"2023-12-01 00:00:00","sql","913"
"2023-12-01 00:00:00","spring-boot","760"
"2023-12-01 00:00:00","docker","690"
"2023-12-01 00:00:00","kubernetes","211"
"2023-12-01 00:00:00","machine-learning","140"
"2023-12-01 00:00:00","deep-learning","81"
"2023-12-01 00:00:00","solidity","19"
"2024-01-01 00:00:00","python","6129"
"2024-01-01 00:00:00","reactjs","2283"
"2024-01-01 00:00:00","java","2223"
"2024-01-01 00:00:00","flutter","1456"
"2024-01-01 00:00:00","node.js","1121"
"2024-01-01 00:00:00","sql","1007"
"2024-01-01 00:00:00","spring-boot","829"
"2024-01-01 00:00:00","docker","768"
"2024-01-01 00:00:00","kubernetes","264"
"2024-01-01 00:00:00","machine-learning","139"
"2024-01-01 00:00:00","deep-learning","88"
"2024-01-01 00:00:00","solidity","23"
"2024-02-01 00:00:00","python","6107"
"2024-02-01 00:00:00","java","2175"
"2024-02-01 00:00:00","reactjs","2073"
"2024-02-01 00:00:00","flutter","1292"
"2024-02-01 00:00:00","node.js","1102"
"2024-02-01 00:00:00","sql","1040"
"2024-02-01 00:00:00","spring-boot","834"
"2024-02-01 00:00:00","docker","785"
"2024-02-01 00:00:00","kubernetes","264"
"2024-02-01 00:00:00","machine-learning","143"
"2024-02-01 00:00:00","deep-learning","93"
"2024-02-01 00:00:00","solidity","21"
"2024-03-01 00:00:00","python","5828"
"2024-03-01 00:00:00","java","2231"
"2024-03-01 00:00:00","reactjs","1999"
"2024-03-01 00:00:00","flutter","1274"
"2024-03-01 00:00:00","node.js","1159"
"2024-03-01 00:00:00","sql","897"
"2024-03-01 00:00:00","spring-boot","737"
"2024-03-01 00:00:00","docker","674"
"2024-03-01 00:00:00","machine-learning","179"
"2024-03-01 00:00:00","kubernetes","173"
"2024-03-01 00:00:00","deep-learning","119"
"2024-03-01 00:00:00","solidity","24"
"2024-04-01 00:00:00","python","5720"
"2024-04-01 00:00:00","java","2018"
"2024-04-01 00:00:00","reactjs","1797"
"2024-04-01 00:00:00","flutter","1105"
"2024-04-01 00:00:00","node.js","1012"
"2024-04-01 00:00:00","sql","886"
"2024-04-01 00:00:00","spring-boot","725"
"2024-04-01 00:00:00","docker","641"
"2024-04-01 00:00:00","kubernetes","196"
"2024-04-01 00:00:00","machine-learning","192"
"2024-04-01 00:00:00","deep-learning","137"
"2024-04-01 00:00:00","solidity","24"
"2024-05-01 00:00:00","python","5396"
"2024-05-01 00:00:00","java","1772"
"2024-05-01 00:00:00","reactjs","1721"
"2024-05-01 00:00:00","flutter","1206"
"2024-05-01 00:00:00","node.js","929"
"2024-05-01 00:00:00","sql","852"
"2024-05-01 00:00:00","spring-boot","727"
"2024-05-01 00:00:00","docker","602"
"2024-05-01 00:00:00","machine-learning","182"
"2024-05-01 00:00:00","kubernetes","176"
"2024-05-01 00:00:00","deep-learning","108"
"2024-05-01 00:00:00","solidity","30"
"2024-06-01 00:00:00","python","4158"
"2024-06-01 00:00:00","java","1390"
"2024-06-01 00:00:00","reactjs","1295"
"2024-06-01 00:00:00","flutter","846"
"2024-06-01 00:00:00","node.js","739"
"2024-06-01 00:00:00","sql","652"
"2024-06-01 00:00:00","spring-boot","575"
"2024-06-01 00:00:00","docker","495"
"2024-06-01 00:00:00","machine-learning","153"
"2024-06-01 00:00:00","kubernetes","127"
"2024-06-01 00:00:00","deep-learning","70"
"2024-06-01 00:00:00","solidity","15"
"2024-07-01 00:00:00","python","4074"
"2024-07-01 00:00:00","reactjs","1253"
"2024-07-01 00:00:00","java","1229"
"2024-07-01 00:00:00","flutter","804"
"2024-07-01 00:00:00","node.js","749"
"2024-07-01 00:00:00","sql","654"
"2024-07-01 00:00:00","spring-boot","533"
"2024-07-01 00:00:00","docker","479"
"2024-07-01 00:00:00","kubernetes","169"
"2024-07-01 00:00:00","machine-learning","105"
"2024-07-01 00:00:00","deep-learning","48"
"2024-07-01 00:00:00","solidity","12"
"2024-08-01 00:00:00","python","3600"
"2024-08-01 00:00:00","reactjs","1123"
"2024-08-01 00:00:00","java","999"
"2024-08-01 00:00:00","flutter","777"
"2024-08-01 00:00:00","node.js","593"
"2024-08-01 00:00:00","sql","571"
"2024-08-01 00:00:00","docker","437"
"2024-08-01 00:00:00","spring-boot","432"
"2024-08-01 00:00:00","machine-learning","118"
"2024-08-01 00:00:00","kubernetes","118"
"2024-08-01 00:00:00","deep-learning","55"
"2024-08-01 00:00:00","solidity","13"
"2024-09-01 00:00:00","python","2931"
"2024-09-01 00:00:00","java","1051"
"2024-09-01 00:00:00","reactjs","919"
"2024-09-01 00:00:00","flutter","711"
"2024-09-01 00:00:00","node.js","540"
"2024-09-01 00:00:00","sql","535"
"2024-09-01 00:00:00","spring-boot","421"
"2024-09-01 00:00:00","docker","367"
"2024-09-01 00:00:00","kubernetes","131"
"2024-09-01 00:00:00","machine-learning","72"
"2024-09-01 00:00:00","deep-learning","26"
"2024-09-01 00:00:00","solidity","12"
"2024-10-01 00:00:00","python","2719"
"2024-10-01 00:00:00","java","1229"
"2024-10-01 00:00:00","reactjs","739"
"2024-10-01 00:00:00","flutter","651"
"2024-10-01 00:00:00","node.js","482"
"2024-10-01 00:00:00","spring-boot","459"
"2024-10-01 00:00:00","sql","449"
"2024-10-01 00:00:00","docker","306"
"2024-10-01 00:00:00","kubernetes","89"
"2024-10-01 00:00:00","machine-learning","66"
"2024-10-01 00:00:00","deep-learning","27"
"2024-10-01 00:00:00","solidity","8"
"2024-11-01 00:00:00","python","2500"
"2024-11-01 00:00:00","java","1002"
"2024-11-01 00:00:00","reactjs","669"
"2024-11-01 00:00:00","flutter","537"
"2024-11-01 00:00:00","node.js","430"
"2024-11-01 00:00:00","sql","398"
"2024-11-01 00:00:00","spring-boot","341"
"2024-11-01 00:00:00","docker","312"
"2024-11-01 00:00:00","kubernetes","104"
"2024-11-01 00:00:00","machine-learning","70"
"2024-11-01 00:00:00","deep-learning","35"
"2024-11-01 00:00:00","solidity","8"
"2024-12-01 00:00:00","python","2163"
"2024-12-01 00:00:00","java","940"
"2024-12-01 00:00:00","reactjs","629"
"2024-12-01 00:00:00","flutter","555"
"2024-12-01 00:00:00","spring-boot","408"
"2024-12-01 00:00:00","node.js","398"
"2024-12-01 00:00:00","sql","340"
"2024-12-01 00:00:00","docker","260"
"2024-12-01 00:00:00","kubernetes","97"
"2024-12-01 00:00:00","machine-learning","70"
"2024-12-01 00:00:00","deep-learning","34"
"2024-12-01 00:00:00","solidity","8"
"2025-01-01 00:00:00","python","2165"
"2025-01-01 00:00:00","java","924"
"2025-01-01 00:00:00","reactjs","637"
"2025-01-01 00:00:00","flutter","462"
"2025-01-01 00:00:00","node.js","394"
"2025-01-01 00:00:00","spring-boot","381"
"2025-01-01 00:00:00","sql","347"
"2025-01-01 00:00:00","docker","299"
"2025-01-01 00:00:00","kubernetes","74"
"2025-01-01 00:00:00","machine-learning","63"
"2025-01-01 00:00:00","deep-learning","37"
"2025-01-01 00:00:00","solidity","6"
"2025-02-01 00:00:00","python","1804"
"2025-02-01 00:00:00","java","755"
"2025-02-01 00:00:00","reactjs","518"
"2025-02-01 00:00:00","flutter","438"
"2025-02-01 00:00:00","spring-boot","302"
"2025-02-01 00:00:00","node.js","275"
"2025-02-01 00:00:00","sql","274"
"2025-02-01 00:00:00","docker","264"
"2025-02-01 00:00:00","kubernetes","68"
"2025-02-01 00:00:00","machine-learning","59"
"2025-02-01 00:00:00","deep-learning","22"
"2025-02-01 00:00:00","solidity","4"
"2025-03-01 00:00:00","python","1847"
"2025-03-01 00:00:00","java","719"
"2025-03-01 00:00:00","reactjs","490"
"2025-03-01 00:00:00","flutter","430"
"2025-03-01 00:00:00","sql","318"
"2025-03-01 00:00:00","spring-boot","275"
"2025-03-01 00:00:00","node.js","271"
"2025-03-01 00:00:00","docker","219"
"2025-03-01 00:00:00","kubernetes","61"
"2025-03-01 00:00:00","machine-learning","44"
"2025-03-01 00:00:00","deep-learning","23"
"2025-03-01 00:00:00","solidity","8"
"2025-04-01 00:00:00","python","1464"
"2025-04-01 00:00:00","java","646"
"2025-04-01 00:00:00","flutter","339"
"2025-04-01 00:00:00","reactjs","317"
"2025-04-01 00:00:00","spring-boot","219"
"2025-04-01 00:00:00","sql","202"
"2025-04-01 00:00:00","node.js","183"
"2025-04-01 00:00:00","docker","156"
"2025-04-01 00:00:00","kubernetes","58"
"2025-04-01 00:00:00","machine-learning","28"
"2025-04-01 00:00:00","deep-learning","15"
"2025-04-01 00:00:00","solidity","3"
"2025-05-01 00:00:00","python","1204"
"2025-05-01 00:00:00","java","500"
"2025-05-01 00:00:00","reactjs","267"
"2025-05-01 00:00:00","flutter","241"
"2025-05-01 00:00:00","sql","191"
"2025-05-01 00:00:00","spring-boot","191"
"2025-05-01 00:00:00","node.js","140"
"2025-05-01 00:00:00","docker","132"
"2025-05-01 00:00:00","kubernetes","36"
"2025-05-01 00:00:00","machine-learning","35"
"2025-05-01 00:00:00","deep-learning","10"
"2025-05-01 00:00:00","solidity","3"
"2025-06-01 00:00:00","python","931"
"2025-06-01 00:00:00","java","356"
"2025-06-01 00:00:00","reactjs","240"
"2025-06-01 00:00:00","flutter","204"
"2025-06-01 00:00:00","sql","147"
"2025-06-01 00:00:00","spring-boot","142"
"2025-06-01 00:00:00","node.js","134"
"2025-06-01 00:00:00","docker","89"
"2025-06-01 00:00:00","kubernetes","25"
"2025-06-01 00:00:00","machine-learning","20"
"2025-06-01 00:00:00","deep-learning","15"
"2025-06-01 00:00:00","solidity","4"
"2025-07-01 00:00:00","python","874"
"2025-07-01 00:00:00","java","345"
"2025-07-01 00:00:00","reactjs","162"
"2025-07-01 00:00:00","flutter","149"
"2025-07-01 00:00:00","spring-boot","131"
"2025-07-01 00:00:00","node.js","103"
"2025-07-01 00:00:00","sql","100"
"2025-07-01 00:00:00","docker","69"
"2025-07-01 00:00:00","machine-learning","23"
"2025-07-01 00:00:00","kubernetes","21"
"2025-07-01 00:00:00","deep-learning","10"
"2025-07-01 00:00:00","solidity","4"
"2025-08-01 00:00:00","python","654"
"2025-08-01 00:00:00","java","235"
"2025-08-01 00:00:00","flutter","154"
"2025-08-01 00:00:00","reactjs","119"
"2025-08-01 00:00:00","spring-boot","85"
"2025-08-01 00:00:00","sql","81"
"2025-08-01 00:00:00","node.js","78"
"2025-08-01 00:00:00","docker","49"
"2025-08-01 00:00:00","machine-learning","11"
"2025-08-01 00:00:00","kubernetes","9"
"2025-08-01 00:00:00","deep-learning","8"
"2025-08-01 00:00:00","solidity","3"
"2025-09-01 00:00:00","python","660"
"2025-09-01 00:00:00","java","291"
"2025-09-01 00:00:00","flutter","171"
"2025-09-01 00:00:00","reactjs","139"
"2025-09-01 00:00:00","spring-boot","108"
"2025-09-01 00:00:00","node.js","108"
"2025-09-01 00:00:00","sql","71"
"2025-09-01 00:00:00","docker","64"
"2025-09-01 00:00:00","kubernetes","17"
"2025-09-01 00:00:00","machine-learning","12"
"2025-09-01 00:00:00","deep-learning","8"
"2025-09-01 00:00:00","solidity","1"
"2025-10-01 00:00:00","python","640"
"2025-10-01 00:00:00","java","264"
"2025-10-01 00:00:00","flutter","119"
"2025-10-01 00:00:00","spring-boot","116"
"2025-10-01 00:00:00","reactjs","94"
"2025-10-01 00:00:00","node.js","92"
"2025-10-01 00:00:00","sql","61"
"2025-10-01 00:00:00","docker","55"
"2025-10-01 00:00:00","kubernetes","11"
"2025-10-01 00:00:00","machine-learning","9"
"2025-10-01 00:00:00","deep-learning","8"
"2025-10-01 00:00:00","solidity","2"
"2025-11-01 00:00:00","python","632"
"2025-11-01 00:00:00","java","297"
"2025-11-01 00:00:00","flutter","125"
"2025-11-01 00:00:00","node.js","104"
"2025-11-01 00:00:00","spring-boot","101"
"2025-11-01 00:00:00","reactjs","88"
"2025-11-01 00:00:00","sql","70"
"2025-11-01 00:00:00","docker","62"
"2025-11-01 00:00:00","kubernetes","21"
"2025-11-01 00:00:00","machine-learning","16"
"2025-11-01 00:00:00","deep-learning","3"
"2025-11-01 00:00:00","solidity","1"
"2025-12-01 00:00:00","python","492"
"2025-12-01 00:00:00","java","240"
"2025-12-01 00:00:00","flutter","104"
"2025-12-01 00:00:00","spring-boot","93"
"2025-12-01 00:00:00","node.js","83"
"2025-12-01 00:00:00","reactjs","59"
"2025-12-01 00:00:00","sql","54"
"2025-12-01 00:00:00","docker","52"
"2025-12-01 00:00:00","machine-learning","19"
"2025-12-01 00:00:00","kubernetes","12"
"2025-12-01 00:00:00","deep-learning","7"
"2025-12-01 00:00:00","solidity","1"
"2026-01-01 00:00:00","python","452"
"2026-01-01 00:00:00","java","196"
"2026-01-01 00:00:00","flutter","102"
"2026-01-01 00:00:00","spring-boot","72"
"2026-01-01 00:00:00","node.js","62"
"2026-01-01 00:00:00","sql","59"
"2026-01-01 00:00:00","reactjs","52"
"2026-01-01 00:00:00","docker","39"
"2026-01-01 00:00:00","machine-learning","24"
"2026-01-01 00:00:00","kubernetes","11"
"2026-01-01 00:00:00","deep-learning","2"
"2026-01-01 00:00:00","solidity","1"
"2026-02-01 00:00:00","python","354"
"2026-02-01 00:00:00","java","154"
"2026-02-01 00:00:00","flutter","93"
"2026-02-01 00:00:00","spring-boot","64"
"2026-02-01 00:00:00","sql","58"
"2026-02-01 00:00:00","node.js","54"
"2026-02-01 00:00:00","reactjs","28"
"2026-02-01 00:00:00","docker","23"
"2026-02-01 00:00:00","machine-learning","13"
"2026-02-01 00:00:00","deep-learning","6"
"2026-02-01 00:00:00","kubernetes","5"
"2026-03-01 00:00:00","python","391"
"2026-03-01 00:00:00","java","166"
"2026-03-01 00:00:00","spring-boot","60"
"2026-03-01 00:00:00","sql","59"
"2026-03-01 00:00:00","flutter","56"
"2026-03-01 00:00:00","node.js","45"
"2026-03-01 00:00:00","reactjs","35"
"2026-03-01 00:00:00","machine-learning","32"
"2026-03-01 00:00:00","docker","30"
"2026-03-01 00:00:00","deep-learning","7"
"2026-03-01 00:00:00","kubernetes","4"
"2026-03-01 00:00:00","solidity","1"
"2026-04-01 00:00:00","python","287"
"2026-04-01 00:00:00","java","139"
"2026-04-01 00:00:00","node.js","47"
"2026-04-01 00:00:00","sql","45"
"2026-04-01 00:00:00","flutter","38"
"2026-04-01 00:00:00","spring-boot","34"
"2026-04-01 00:00:00","docker","25"
"2026-04-01 00:00:00","reactjs","24"
"2026-04-01 00:00:00","machine-learning","19"
"2026-04-01 00:00:00","deep-learning","9"
"2026-04-01 00:00:00","kubernetes","4"
"2026-05-01 00:00:00","python","249"
"2026-05-01 00:00:00","java","154"
"2026-05-01 00:00:00","spring-boot","59"
"2026-05-01 00:00:00","node.js","47"
"2026-05-01 00:00:00","flutter","45"
"2026-05-01 00:00:00","sql","30"
"2026-05-01 00:00:00","reactjs","19"
"2026-05-01 00:00:00","machine-learning","15"
"2026-05-01 00:00:00","docker","10"
"2026-05-01 00:00:00","kubernetes","5"
"2026-05-01 00:00:00","deep-learning","4"
"2026-06-01 00:00:00","python","234"
"2026-06-01 00:00:00","java","88"
"2026-06-01 00:00:00","spring-boot","43"
"2026-06-01 00:00:00","flutter","38"
"2026-06-01 00:00:00","node.js","28"
"2026-06-01 00:00:00","sql","26"
"2026-06-01 00:00:00","reactjs","17"
"2026-06-01 00:00:00","docker","13"
"2026-06-01 00:00:00","machine-learning","9"
"2026-06-01 00:00:00","deep-learning","5"
"2026-06-01 00:00:00","kubernetes","2"
"2026-06-01 00:00:00","solidity","1"
"2026-07-01 00:00:00","python","140"
"2026-07-01 00:00:00","java","68"
"2026-07-01 00:00:00","sql","27"
"2026-07-01 00:00:00","flutter","24"
"2026-07-01 00:00:00","spring-boot","18"
"2026-07-01 00:00:00","reactjs","16"
"2026-07-01 00:00:00","node.js","13"
"2026-07-01 00:00:00","docker","10"
"2026-07-01 00:00:00","kubernetes","5"
"2026-07-01 00:00:00","machine-learning","3"
"2026-07-01 00:00:00","deep-learning","1"
"2026-08-01 00:00:00","python","165"
"2026-08-01 00:00:00","java","73"
"2026-08-01 00:00:00","flutter","30"
"2026-08-01 00:00:00","sql","27"
"2026-08-01 00:00:00","node.js","22"
"2026-08-01 00:00:00","reactjs","18"
"2026-08-01 00:00:00","spring-boot","14"
"2026-08-01 00:00:00","docker","3"
"2026-08-01 00:00:00","deep-learning","2"
"2026-08-01 00:00:00","kubernetes","1"
"2026-09-01 00:00:00","python","34"
"2026-09-01 00:00:00","java","10"
"2026-09-01 00:00:00","flutter","6"
"2026-09-01 00:00:00","node.js","5"
"2026-09-01 00:00:00","reactjs","4"
"2026-09-01 00:00:00","sql","3"
"2026-09-01 00:00:00","docker","3"
"2026-09-01 00:00:00","kubernetes","2"
"2026-09-01 00:00:00","machine-learning","2"
"2026-09-01 00:00:00","spring-boot","2"
